cnpj;razao_social;data_autorizacao;prefixo;descricao_linha;tipo_veiculo;sentido;horario;segunda_feira;terca_feira;quarta_feira;quinta_feira;sexta_feira;sabado;domingo;janeiro;fevereiro;marco;abril;maio;junho;julho;agosto;setembro;outubro;novembro;dezembro
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;15/06/2022;04-0064-60;GARANHUNS(PE) - SAO PAULO(SP);EXECUTIVO;ida;10:00;;;;x;;;;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;15/06/2022;04-0064-60;GARANHUNS(PE) - SAO PAULO(SP);EXECUTIVO;volta;08:00;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;18/05/2023;04-0067-00;RECIFE(PE) - FOZ DO IGUACU(PR);CONVEN. C/ SANITมRIO;ida;14:30;x;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;18/05/2023;04-0067-00;RECIFE(PE) - FOZ DO IGUACU(PR);CONVEN. C/ SANITมRIO;volta;15:00;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;11/09/2023;04-0068-60;GARANHUNS(PE) - SAO PAULO(SP);EXECUTIVO;ida;07:15;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;11/09/2023;04-0068-60;GARANHUNS(PE) - SAO PAULO(SP);EXECUTIVO;volta;14:00;;;;x;;;;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;11/09/2023;04-0069-00;GARANHUNS(PE) - SAO PAULO(SP);CONVEN. C/ SANITมRIO;ida;07:15;;;x;;;;;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;11/09/2023;04-0069-00;GARANHUNS(PE) - SAO PAULO(SP);CONVEN. C/ SANITมRIO;volta;22:00;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;11/09/2023;04-0069-61;GARANHUNS(PE) - SAO PAULO(SP);EXECUTIVO;ida;07:15;;;;x;;;;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;11/09/2023;04-0069-61;GARANHUNS(PE) - SAO PAULO(SP);EXECUTIVO;volta;22:00;;;x;;;;;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;14/09/2023;04-0070-00;GARANHUNS(PE) - SAO PAULO(SP);CONVEN. C/ SANITมRIO;ida;06:30;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;14/09/2023;04-0070-00;GARANHUNS(PE) - SAO PAULO(SP);CONVEN. C/ SANITมRIO;volta;16:00;;;x;;;;;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;14/09/2023;04-0070-61;GARANHUNS(PE) - SAO PAULO(SP);EXECUTIVO;ida;06:30;x;;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;14/09/2023;04-0070-61;GARANHUNS(PE) - SAO PAULO(SP);EXECUTIVO;volta;16:00;x;;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;18/10/2023;04-0071-60;GARANHUNS(PE) - SAO PAULO(SP);EXECUTIVO;ida;07:15;;x;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;18/10/2023;04-0071-60;GARANHUNS(PE) - SAO PAULO(SP);EXECUTIVO;volta;16:00;;x;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;01/01/2016;05-0039-00;UBATA(BA) - RIBEIRAO PRETO(SP);CONVEN. C/ SANITมRIO;ida;09:00;;;;x;;;;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;01/01/2016;05-0039-00;UBATA(BA) - RIBEIRAO PRETO(SP);CONVEN. C/ SANITมRIO;volta;09:00;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;03/01/2022;05-0039-61;UBATA(BA) - RIBEIRAO PRETO(SP);EXECUTIVO;ida;09:00;;;;;x;;;x;;;;;;;;;;;
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;03/01/2022;05-0039-61;UBATA(BA) - RIBEIRAO PRETO(SP);EXECUTIVO;volta;09:00;;;;;;;x;x;;;;;;;;;;;
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;01/01/2016;05-0059-00;JUAZEIRO(BA) - SAO RAIMUNDO NONATO(PI);CONVEN. C/ SANITมRIO;ida;13:00;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;01/01/2016;05-0059-00;JUAZEIRO(BA) - SAO RAIMUNDO NONATO(PI);CONVEN. C/ SANITมRIO;volta;09:30;x;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;01/01/2016;05-0060-00;SALVADOR(BA) - ASUNCION(PRY);CONVEN. C/ SANITมRIO;ida;07:00;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;01/01/2016;05-0060-00;SALVADOR(BA) - ASUNCION(PRY);CONVEN. C/ SANITมRIO;volta;09:00;;x;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;01/11/2022;05-0064-60;VITORIA DA CONQUISTA(BA) - BELO HORIZONTE(MG);EXECUTIVO;ida;19:00;;;;;;;x;x;;;;;;;;;;;
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;01/11/2022;05-0064-60;VITORIA DA CONQUISTA(BA) - BELO HORIZONTE(MG);EXECUTIVO;volta;19:30;;;;;x;;;x;;;;;;;;;;;
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;01/07/2022;05-0065-60;SALVADOR(BA) - BELO HORIZONTE(MG);EXECUTIVO;ida;17:00;x;;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;01/07/2022;05-0065-60;SALVADOR(BA) - BELO HORIZONTE(MG);EXECUTIVO;volta;19:00;x;;x;;x;x;;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;01/06/2022;05-0068-60;SALVADOR(BA) - FOZ DO IGUACU(PR);EXECUTIVO;ida;07:00;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;01/06/2022;05-0068-60;SALVADOR(BA) - FOZ DO IGUACU(PR);EXECUTIVO;volta;13:00;x;;x;;;;;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;01/01/2016;05-0069-00;BOM JESUS DA LAPA(BA) - CAMPINAS(SP);CONVEN. C/ SANITมRIO;ida;09:30;;;x;;;;;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;01/01/2016;05-0069-00;BOM JESUS DA LAPA(BA) - CAMPINAS(SP);CONVEN. C/ SANITมRIO;volta;10:15;;;x;;;;;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;01/01/2016;05-0069-61;BOM JESUS DA LAPA(BA) - CAMPINAS(SP);EXECUTIVO;ida;09:30;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;01/01/2016;05-0069-61;BOM JESUS DA LAPA(BA) - CAMPINAS(SP);EXECUTIVO;volta;10:15;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;13/02/2023;05-0070-60;EUCLIDES DA CUNHA(BA) - SAO PAULO(SP);EXECUTIVO;ida;16:30;x;x;;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;13/02/2023;05-0070-60;EUCLIDES DA CUNHA(BA) - SAO PAULO(SP);EXECUTIVO;volta;20:00;x;x;;;;x;x;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;01/01/2016;05-0071-00;MONTE SANTO(BA) - SAO PAULO(SP);CONVEN. C/ SANITมRIO;ida;16:00;x;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;01/01/2016;05-0071-00;MONTE SANTO(BA) - SAO PAULO(SP);CONVEN. C/ SANITมRIO;volta;20:00;x;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
16.624.611/0001-40;EMPRESA GONTIJO DE TRANSPORTES S/A;01/01/2016;05-0071-61;MONTE SANTO(BA) - SAO PAULO(SP);EXECUTIVO;ida;16:00;;;;x;;;;x;x;x;x;x;x;x;x;x;x;x;x
